"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Marche","Liguria","Toscana"
"1",2020-02-24,15.2566833208244,12.3305616235976,0.283387046027758,2.00762441616892,0.0505738837383672,0.00193011738446612,0.492023788219674,0.0269098023249563
"2",2020-02-25,22.9690134976865,18.4322149560225,0.431390294679216,3.05811260930963,0.0915375758649952,0.00512916300902491,0.727722392996565,0.0467768816538619
"3",2020-02-26,33.8399759093685,26.9424087185601,0.643786703482322,4.5518502900055,0.160603910679109,0.0126753414738242,1.05608677735827,0.0790089177375592
"4",2020-02-27,48.844981558574,38.5569281948022,0.942761723830084,6.62883322286388,0.273593290701583,0.0292865525710923,1.50517745333622,0.129865339567047
"5",2020-02-28,69.1484590436018,54.0864106560921,1.35593232234608,9.45631025376432,0.453230582152463,0.0635832879906416,2.10867979744226,0.20801623143662
"6",2020-02-29,96.1088298806192,74.4522204497102,1.91698946833894,13.2292157042273,0.731196299533671,0.130314649204982,2.90623375034355,0.325140163598431
"7",2020-03-01,131.275692109715,100.676462398987,2.66623939043838,18.1693538951707,1.15041083574299,0.253208949214387,3.94359210828947,0.496553186958385
"8",2020-03-02,176.378356094781,133.866094227171,3.65099875137778,24.5232237081167,1.76745224607493,0.468297880277815,5.27257581314665,0.74183329026673
"9",2020-03-03,233.305394955397,175.191520242314,4.92580197181582,32.5584610933506,2.65497064997041,0.827401798086254,6.9508037290026,1.08539716351238
"10",2020-03-04,304.075440041389,225.860445970181,6.5523852958541,42.5589728135105,3.90393185013888,1.40131957856972,9.0411855844001,1.55698166660757
"11",2020-03-05,390.800017171045,287.088108940396,8.59942147744872,54.81892611421,5.62550399154457,2.28218083990666,11.6111791985625,2.19198183032569
"12",2020-03-06,495.639731925515,360.065245506906,11.1419905447123,69.6358379051565,7.95239760093684,3.58442272433701,14.7318258336298,3.03160095420336
"13",2020-03-07,620.755529713488,445.925290101574,14.2607851269859,87.3030666802659,11.0394830709164,5.44395960327187,18.4765895600718,4.12277635096117
"14",2020-03-08,768.257047935124,545.712326734112,18.0410623497024,108.10204649924,15.0635404600683,8.01530945540809,22.9200370219755,5.51785595795092
"15",2020-03-09,940.15022666824,660.351229376533,22.5713673381679,132.294613261756,20.2220422081172,11.4666916114593,28.1364022474203,7.27401540932039
"16",2020-03-10,1138.28634836653,790.621253890527,27.9420650215975,160.115760137774,26.730926099733,15.9733713632517,34.1980866931956,9.45242096337186
"17",2020-03-11,1364.31454640988,937.134101487523,34.2437264428549,191.76712441048,34.8213784277217,21.7097514831673,41.174147313307,12.1171595068341
"18",2020-03-12,1619.63957750432,1100.31718763046,41.5654226134831,227.41145670906,44.7357101431895,28.8408629123736,49.1288251071124,15.3339713527774
"19",2020-03-13,1905.38632133746,1280.4025462753,49.9929827989724,267.168261082114,56.7224663337049,37.5139672983035,58.1201635581281,19.1688335443932
"20",2020-03-14,2222.37208344681,1477.4215006665,59.6072749053631,311.110726224287,71.0309569130404,47.8509515554474,68.1987610106141,23.6864500076333
"21",2020-03-15,2571.08736506569,1691.20495784955,70.4825635141491,359.263999710846,87.9054304435089,59.9420837208954,79.4066938575042,28.9487096612125
"22",2020-03-16,2951.68535543582,1921.38894901019,82.6849964102632,411.604792852855,107.579131540477,73.8415348717561,91.776639002462,35.013174369955
"23",2020-03-17,3363.98002196921,2167.42485082038,96.2712636362194,468.062247279576,130.268484866704,89.5648825237924,105.331214994819,41.931655641413
"24",2020-03-18,3807.45234037289,2428.59358830055,111.287464737487,528.519947980287,156.167636262816,107.088623850641,120.082552070579,49.7489327245135
"25",2020-03-19,4281.26393304159,2704.02303710313,127.768210526968,592.818932582862,185.44355617832,126.351563763482,136.03209255116,58.5016559815661
"26",2020-03-20,4784.2771764095,2992.70780894472,145.735975965525,660.761523404127,218.231875165539,147.257817311503,153.170615050651,68.2174688904266
"27",2020-03-21,5315.08069798683,3293.53061207088,165.200711157462,732.115796749781,254.633579106497,169.681084176598,171.478469017783,78.9143706352442
"28",2020-03-22,5872.01910857142,3605.28442153795,186.159708445146,806.620501926295,294.712646466415,193.469814741632,190.926000482934,90.6003297560728
"29",2020-03-23,6453.22579838441,3926.69476351112,208.597715512705,883.990248903808,338.494664392331,218.452886938986,211.474145587795,103.273148438806
"30",2020-03-24,7056.65765915512,4256.44150554092,232.487277531552,963.920796773757,385.966417641516,244.445442581095,233.075165553917,116.920567285433
"31",2020-03-25,7680.13066775994,4593.17964331777,257.789285857077,1046.0942932648,437.076406286198,271.254581802784,255.673495132568,131.520592200512
"32",2020-03-26,8321.35537081629,4935.55867708734,284.453706680788,1130.18433688229,491.7362164038,298.68467559108,279.206676153606,147.04201859445
"33",2020-03-27,8977.97143388062,5282.24027225988,312.42046033962,1215.86075615905,549.822643386576,326.54212137323,303.606348398727,163.445123523062
"34",2020-03-28,9647.58055466907,5631.91399450122,341.620420603225,1302.79402371881,611.180450364911,354.639429236993,328.799271485352,180.682493616609
"35",2020-03-29,10327.7771792485,5983.3109966774,371.976503070268,1390.65924528417,675.625634312869,382.798582377796,354.708353574097,198.69995556268
"36",2020-03-30,11016.1765970268,6335.21561145155,403.404812642574,1479.13968460054,742.949069086222,410.853662333458,381.253665320284,217.437576288101
"37",2020-03-31,11710.4401196019,6686.47486805521,435.815821728676,1567.92980393112,812.920397057044,438.652766447887,408.353420405494,236.830701584983
"38",2020-04-01,12408.2971664703,7036.00600450727,469.115553167432,1656.73781596598,885.292048120769,466.059271868259,435.924907053408,256.811004475214
"39",2020-04-02,13107.5641848495,7382.80208766759,503.206744673529,1745.28775652766,959.803275565647,492.952518049438,463.88535802199,277.307517837674
"40",2020-04-03,13806.1604201371,7725.93588376829,537.989974718094,1833.32109834509,1036.18411153201,519.227989490354,492.152749561842,298.24762948088
"41",2020-04-04,14502.1206274,8064.56214253749,573.364733015296,1920.5979345232,1114.15915954846,544.79708373969,520.646522652512,319.558021705808
"42",2020-04-05,15193.6048730921,8397.91846996764,609.230422057565,2006.89776635506,1193.45115703076,569.586548084262,549.288222411989,341.165541278152
"43",2020-04-06,15878.9056207866,8725.3249695017,645.487279318602,2092.01993405991,1273.78425592588,593.537663171848,578.002053877398,362.997989462079
