"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Marche","Liguria","Toscana"
"1",2020-02-24,0.771949275465821,0.2111016944596,0.101001339802318,0.519647485514471,0.125931344366899,6.08906034129937e-05,0.0490312545115501,0.0240377963521172
"2",2020-02-25,1.53853851036678,0.475762855731614,0.169129745583216,0.900027090484791,0.209881505510464,0.000240333390431007,0.088372169218083,0.0418777295233084
"3",2020-02-26,2.93178704333443,1.01053330459595,0.275626142584497,1.50713170724567,0.341208981361377,0.000846435991751491,0.153979559055639,0.0709024004948212
"4",2020-02-27,5.35710141542729,2.03165177651001,0.437773509936008,2.44509395356778,0.541748720267256,0.00268532563548345,0.259872135385202,0.116833384442809
"5",2020-02-28,9.41211166544979,3.88174313155201,0.67857148336595,3.85064246984134,0.841019643836294,0.00774084665428193,0.425599400558377,0.187632112070936
"6",2020-02-29,15.9409121924602,7.07451384011757,1.02781793112179,5.89734924993077,1.27796961864335,0.0204372264737694,0.677542926980313,0.294073816179341
"7",2020-03-01,26.0882597598503,12.3411157761795,1.52313809498048,8.79853826234697,1.90280056836111,0.0497810628177653,1.05020464870012,0.450359915308061
"8",2020-03-02,41.347794073289,20.6722101991208,2.21087968515395,12.8083314350084,2.7787826304125,0.112620903054865,1.5873714627751,0.674736829880741
"9",2020-03-03,63.5976728531812,33.3487502959493,3.1467885608133,18.2204195293934,3.98394847133423,0.238094522869939,2.34303430367898,0.990081473956508
"10",2020-03-04,95.1172107389008,51.9546147610908,4.39638348495043,25.364315795484,5.6125476831904,0.473039375046292,3.38194110185983,1.42440846515592
"11",2020-03-05,138.579245918708,78.3655948877959,6.03496013787285,34.5990592108761,7.77613844180408,0.887773016845523,4.77967777538658,2.01125235015665
"12",2020-03-06,197.014924154058,114.711703201913,8.14717338719764,46.304555552335,10.6042003626655,1.58130916388626,6.62219881414797,2.78988039603737
"13",2020-03-07,273.750129826852,163.312923019297,10.8261711743063,60.8709514377251,14.244168827268,2.68487984892644,9.00476647297675,3.80529784103303
"14",2020-03-08,372.315553422894,226.591802732309,14.1722810875052,78.6866049966185,18.8608160704407,4.36267533502576,12.0303010907189,5.10801755314429
"15",2020-03-09,496.334983513552,306.969155981847,18.2912792154336,100.125329749038,24.6349362354953,6.80901597824035,15.8071898603998,6.75357901013198
"16",2020-03-10,649.398510847249,406.75111437732,23.2922976620172,125.533636754007,31.7613279664106,10.2416815912695,20.4466427367286,8.80181627218016
"17",2020-03-11,834.928691074566,528.016642991562,29.2854498909601,155.218683905755,40.4461060755754,14.8917308191045,26.0597179622933,11.3158898790481
"18",2020-03-12,1056.04821436211,672.514338421999,36.3792701025798,189.437567669263,50.9034104860929,20.9907089157362,32.7541629288068,14.3611120613831
"19",2020-03-13,1315.45728536635,841.576043512734,44.678073035699,228.388474285101,63.3516133029672,28.7565481225491,40.6312271632837,18.003607135992
"20",2020-03-14,1615.3278439228,1036.05282066318,54.2793435448077,272.204060294553,78.0091512865071,38.3796395162686,49.7826029707808,22.308858529046
"21",2020-03-15,1957.22014743092,1256.27647260688,65.2712613062775,320.947272551693,95.0901295903198,50.0104868772738,60.2876367773124,27.3401999329348
"22",2020-03-16,2342.02531754008,1502.04742067809,77.7304558936871,374.609660776917,114.79985251687,63.7500821532805,72.2109325748302,33.1573103965721
"23",2020-03-17,2769.93545270873,1772.64762083933,91.7200724745387,433.112093504788,137.330438097446,79.6437418669998,85.6004407554697,39.8147717583326
"24",2020-03-18,3240.44102166973,2066.87550487055,107.288209998966,496.307669818537,162.856666045804,97.6786980994088,100.486093943361,47.3607421293334
"25",2020-03-19,3752.35363082459,2383.09877270023,124.46677352725,563.98652967977,191.532194134708,117.785321180407,116.879018992909,55.8357917166335
"26",2020-03-20,4303.85099649874,2719.32024335099,143.270761757109,635.882206667453,223.486257762023,139.841517388693,134.771323564657,65.2719378739375
"27",2020-03-21,4892.54009282843,3073.25184434005,163.697991161218,711.67913740345,258.820943094699,163.679621698777,154.136428528197,75.6919056710459
"28",2020-03-22,5515.53398395883,3442.39209015925,185.72924047192,791.02093862359,297.609097460067,189.094997316823,174.929895187112,87.1086292552826
"29",2020-03-23,6169.53774652655,3824.10295868162,209.328784302665,873.519081173402,339.892913279791,215.855547218973,197.090679682288,99.524998535297
"30",2020-03-24,6850.93908372414,4215.68280832093,234.445272927274,958.761624949959,385.683195318914,243.711414565011,220.542736073415,112.933845829337
"31",2020-03-25,7555.89965300397,4614.43278865372,261.012906826286,1046.32172470577,434.959296601691,272.404271419322,245.196884245747,127.318158524441
