"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Campania","Liguria","Toscana"
"1",2020-08-15,25.7068156246336,6.87392719321279,7.27243879051765,2.52446592827228,3.54664912579168,2.42734077085358,0.0550359911804251,1.75768452437446
"2",2020-08-16,28.1657102222422,7.6801584506716,7.91989308313464,2.74788376145501,3.71405038244715,2.56170379211083,0.0763692041159161,1.88091478088115
"3",2020-08-17,30.8142437892679,8.55335816336113,8.60898808404221,2.98571433866171,3.88871332215402,2.70292276727516,0.104438046421803,2.01165766355738
"4",2020-08-18,33.662865482306,9.49609353507332,9.34105646837724,3.23843867331144,4.07092303255454,2.85131566132366,0.140847759410296,2.15029383426973
"5",2020-08-19,36.7222783427834,10.5107716103711,10.1173824630923,3.50652350533533,4.26097449925172,3.00721356703479,0.187439476754392,2.29721854622412
"6",2020-08-20,40.0034241895184,11.5996210625958,10.9391964146371,3.7904194438916,4.45917289815226,3.17096117144003,0.246291436332467,2.45284195461354
"7",2020-08-21,43.5174672332997,12.7646754174061,11.8076695836076,4.09055917014323,4.66583389460023,3.34291723564196,0.319713115068166,2.61758942216181
"8",2020-08-22,47.2757764592421,14.0077578755657,12.7239091977039,4.40735571068774,4.8812839493995,3.52345508825882,0.410231790899101,2.79190181895642
"9",2020-08-23,51.2899068298991,15.3304678717522,13.688953791671,4.74120079150711,5.10586063182249,3.71296313275626,0.520571362210378,2.97623581595818
"10",2020-08-24,55.5715793689895,16.7341694782757,14.7037688600417,5.0924632815152,5.33991293970245,3.91184536892783,0.65362360150684,3.17106417157092
"11",2020-08-25,60.1326601920686,18.2199817343634,15.7692428455056,5.4614877339329,5.58380162670587,4.12052192878591,0.812412364363461,3.37687601065213
"12",2020-08-26,64.9851385565047,19.7887709536489,16.8861834826197,5.84859303282804,5.83789953688114,4.33942962712507,1.00005159520011,3.59417709534322
"13",2020-08-27,70.1411040086578,21.4411450352094,18.0553145134056,6.25407115123026,6.10259194657885,4.56902252702011,1.21969824913507,3.82349008709848
"14",2020-08-28,75.6127227111789,23.1774497773643,19.2772727881798,6.67818602628082,6.37827691383846,4.80977252052049,1.47450146893279,4.06535479929215
"15",2020-08-29,81.4122130378105,24.9977671688765,20.5526057617654,7.12117255591514,6.6653656353353,5.06216992480307,1.76754950749305,4.32032843978611
"16",2020-08-30,87.5518205269564,26.9019156094995,21.8817693920834,7.58323572061202,6.96428281098099,5.32672409404406,2.10181596419225,4.5889858428441
"17",2020-08-31,94.0437922885792,28.8894519912376,23.2651264450364,8.06454983278761,7.27546701626927,5.6039640472708,2.48010690749091,4.87191968978349
"18",2020-09-01,100.900350961664,30.9596755534317,24.702945206612,8.5652579154728,7.59937108245864,5.89443911245283,2.90501039093258,5.16974071776246
"19",2020-09-02,108.133668321549,33.1116334089556,26.1953986002759,9.08547121099983,7.93646248468184,6.19871958709069,3.37884974311131,5.48307791610802
"20",2020-09-03,115.755838637868,35.3441276254877,27.7425637050058,9.62526881954252,8.28722373807099,6.51739741555959,3.90364183530663,5.81257870959975
"21",2020-09-04,123.778851884675,37.6557237350094,29.3444216667692,10.1846974665134,8.65215280198623,6.85108688346343,4.48106131594995,6.1589091281348
