"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Marche","Liguria","Toscana"
"1",2020-02-24,18.1774118252422,13.997891342019,0.414027727301112,3.29075445132974,0.0554891019825396,0.00177010706591475,0.507812854031267,0.0371477776327961
"2",2020-02-25,26.9774363247503,20.6945921421167,0.613501655658348,4.80859258885002,0.0997254904140489,0.00474727941156076,0.749301013821344,0.0630129209641394
"3",2020-02-26,39.2213894090503,29.9421504927251,0.89274025649515,6.88719177625278,0.173820650408252,0.011829148814081,1.08500385833751,0.104035032640073
"4",2020-02-27,55.9198134488719,42.4480595923362,1.27679408675383,9.67893068353339,0.294298731881352,0.0275363396386835,1.54320774205157,0.167411035711328
"5",2020-02-28,78.2656710946845,59.0295927340706,1.79617857153303,13.3600677293232,0.484759181819359,0.0601874657180763,2.15780557611098,0.262913883997714
"6",2020-02-29,107.636386330044,80.6083874115429,2.48737704148806,18.1300127526069,0.7779267558659,0.124105759320417,2.96861216342867,0.403468100565753
"7",2020-03-01,145.588327452432,108.19947012353,3.39322381265246,24.2095134218002,1.21791825391457,0.24246595339492,4.0215079032281,0.605737845659355
"8",2020-03-02,193.843113701375,142.894788315224,4.56313096995947,31.8377401303135,1.86262389425183,0.450639034755741,5.3683802818822,0.890691536018403
"9",2020-03-03,254.265615744854,185.841701695621,6.05312722918446,41.2683233369177,2.7860655386314,0.799727748153949,7.06684165487662,1.28410164342309
"10",2020-03-04,328.83403662851,238.217239782698,7.92568442690389,52.7644648868156,4.08056566143946,1.35983579435447,9.17971293037561,1.81693596061636
"11",2020-03-05,419.602958357352,301.199223535964,10.2493163708875,66.5933039460458,5.85854445210858,2.22252096900208,11.7742750354512,2.52559791397244
"12",2020-03-06,528.660677807319,375.935552621008,13.0979453443108,83.0197640906886,8.2537610448673,3.50188058914766,14.9213025357162,3.45197860061406
"13",2020-03-07,658.082499896719,463.513063132945,16.5500427558825,102.300137665554,11.4218301936268,5.3338199879682,18.6939055490974,4.64329187650836
"14",2020-03-08,809.8818825759,564.927361367962,20.6875614870551,124.675675356197,15.5398773969619,7.87325020437687,23.1662163045579,6.15167536303725
"15",2020-03-09,985.961426214465,681.054945236752,25.5946876649691,150.366443288527,20.8052412327488,11.289215673502,28.4119646776378,8.03355369915533
"16",2020-03-10,1188.0656704654,812.628751698831,31.3564482421571,179.565688631213,27.4331875598834,15.7582201114309,34.5029923362049,10.3487745809825
"17",2020-03-11,1417.73751632242,960.218036810425,38.0572173940124,212.434920485938,35.6536612652474,21.4562511884869,41.5077575398984,13.1595418889314
"18",2020-03-12,1676.27984966505,1124.21322759286,45.7791690308958,249.099869360752,45.7071619127015,28.5501641927799,49.4898821763693,16.5291823816089
"19",2020-03-13,1964.72363016739,1304.81610469735,54.6007245273686,289.64743955912,57.8398847401243,37.1891508313092,58.5067895132437,20.5207921159244
"20",2020-03-14,2283.80335340418,1502.03540225432,64.5950441383758,334.123718111126,72.2983134970549,47.496989650303,68.6084757866595,25.1958152953136
"21",2020-03-15,2633.94042133915,1715.68766314972,75.8286076992898,382.533054758718,89.3234833797868,59.5656636775076,79.8364516374016,30.6126113325052
"22",2020-03-16,3015.23459162065,1945.40297659617,88.3599254155664,434.838182720196,109.145149004528,73.4507640248592,92.2228811054443,36.82506553577
"23",2020-03-17,3427.46333967712,2190.63505792827,102.238413246487,490.961311525671,131.97609363828,89.1689048850826,105.789936973912,43.8812952646628
"24",2020-03-18,3870.08867498946,2450.67501132049,117.503460031156,550.786092421926,158.006802795101,106.697183622334,120.549382251986,51.8224971505132
"25",2020-03-19,4342.27071436789,2724.66804409145,134.18370555875,614.160334280442,187.400699892811,125.974551824081,136.502378975475,60.6819726844584
