"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Campania","Liguria","Toscana"
"1",2020-08-15,24.6180092178314,6.3519559685056,7.10621257639356,2.22644050804397,3.72198456190444,2.58107673703079,0.0552875312407399,1.72148411081546
"2",2020-08-16,27.062323292265,7.15042416555349,7.75431888432393,2.44792473814575,3.89242873570066,2.71972934806214,0.0766833691650379,1.84413986214727
"3",2020-08-17,29.7008566985587,8.01956363736969,8.44492608352924,2.68520209809712,4.07003301548499,2.86521762522859,0.104823676677751,1.97436627548879
"4",2020-08-18,32.544441773307,8.96219513730002,9.17939355301474,2.93881682025317,4.25506890676838,3.01784600642703,0.14131314725984,2.11254920747404
"5",2020-08-19,35.604149793683,9.9809374014219,9.95902548527441,3.20928840006242,4.44781698303759,3.17793088898714,0.187991844586702,2.25908917396032
"6",2020-08-20,38.8912712800949,11.0781842454793,10.7850649834495,3.49710881141546,4.64856714157197,3.3458010276444,0.246936373165784,2.414401639246
"7",2020-08-21,42.4172948715826,12.2560837781754,11.6586884400513,3.80273987375014,4.85761886484524,3.52179794283566,0.320453999788216,2.57891729819301
"8",2020-08-22,46.1938848500242,13.5165199572007,12.5810002326844,4.12661079029995,5.07528148758332,3.70627633947807,0.411069233999414,2.75308235059405
"9",2020-08-23,50.2328573981091,14.8610966698375,13.5530277687824,4.46911587471777,5.30187446954861,3.89960453639109,0.521502700021513,2.937358767123
"10",2020-08-24,54.5461556842603,16.2911244744048,14.5757169077464,4.83061248102944,5.53772767412032,4.10216490652,0.654642476795454,3.13222454620647
"11",2020-08-25,59.1458238752062,17.8076100932681,15.6499277850933,5.21141914951044,5.78318165273994,4.31435432811766,0.813508424834249,3.33817396115615
"12",2020-08-26,64.0439801836556,19.4112487036122,16.7764310593455,5.61181397867083,6.03858793529002,4.53658464704022,1.00121033699144,3.5557177969042
"13",2020-08-27,69.2527890644638,21.102419029543,17.9559045984625,6.03203323111359,6.30430932647386,4.76928315030991,1.22090102617439,3.78538357568853
"14",2020-08-28,74.7844326777678,22.8811811990708,19.1889306186846,6.47227017863337,6.58072020826252,5.01289305109704,1.47572568145087,4.02771577104086
"15",2020-08-29,80.6510817417833,24.7472772927625,20.4759932847669,6.93267418957655,6.86820684847503,5.26787398527058,1.76876897460911,4.28327600943806
"16",2020-08-30,86.864865901272,26.7001344777848,21.817476776778,7.41335005921694,7.16716771555633,5.5347025196647,2.10300147683135,4.5526432589865
"17",2020-08-31,93.4378437401059,28.7388705920649,23.2136638249496,7.91435758173864,7.47801379961669,5.81387267220659,2.4812269495231,4.83641400451987
"18",2020-09-01,100.381972567871,30.8623020185522,24.6647347105328,8.43571136038001,7.8011689397953,6.10589644404743,2.90603200881771,5.13520240850347
"19",2020-09-02,107.70907811107,33.0689536692014,26.1707667272676,8.97738085039684,8.13707015800926,6.41130436383682,3.3797395378967,5.44964045715149
"20",2020-09-03,115.430824239225,35.3570708822854,27.7317340949321,9.53929062776439,8.48616799914851,6.73064604427711,3.904367045851,5.78037809117982
"21",2020-09-04,123.558682855088,37.7246330248938,29.3475083135236,10.1213208749659,8.8489268777754,7.06449075109145,4.48159095891531,6.12808332063306
"22",2020-09-05,132.103904076197,40.1693685847878,31.0178589439611,10.7233080738188,9.22582543138682,7.41342798453616,5.11271759281279,6.49344232324363
"23",2020-09-06,141.077486832353,42.6887715319346,32.7424547987827,11.3450458940721,9.61735688029506,7.77806807358426,5.79866130673345,6.87715952580002
"24",2020-09-07,150.490150000071,45.2801187297092,34.5208655241704,11.9862862654736,10.0240293941822,8.15904278290398,6.53993009226277,7.27995766802281
"25",2020-09-08,160.352304190973,47.9404881786204,36.3525635527582,12.6467406201468,10.4463664653815,8.55700593275152,7.33661861496794,7.70257784846948
"26",2020-09-09,170.674024306229,50.6667778810972,38.2369264050731,13.3260812914431,10.8849072889378,8.97263403189432,8.18840851101405,8.14577955201293
"27",2020-09-10,181.465022963822,53.4557251240168,40.1732393161246,14.0239430549217,11.3402071494963,9.40662692367582,9.09457555268001,8.61034065846379
"28",2020-09-11,192.734624899478,56.3039259858512,42.1606981625848,14.7399247967738,11.8128378150697,9.85970844532968,10.054003139388,9.09705743193262
"29",2020-09-12,204.491742435726,59.2078548872108,44.1984126651827,15.4735912948146,12.3033879377282,10.3326271006457,11.0652014472193,9.60674449055587
"30",2020-09-13,216.744852106782,62.1638840167822,46.2854098403686,16.2244750971311,12.8124634612604,10.8261567460861,12.1263314803937,10.1402347562378
"31",2020-09-14,229.5019725198,65.1683024788647,48.420637674966,16.9920784835668,13.3406880358447,11.3410972904447,13.2352332118029,10.6983793840895
"32",2020-09-15,242.770643525649,68.2173350235754,50.6029689974141,17.7758754954418,13.8887034397757,11.8782754081379,14.3894569741278,11.2820476712781
"33",2020-09-16,256.557906764731,71.3071602360234,52.8312055192953,18.5753140192418,14.4571700082818,12.4385452662107,15.5862972651096,11.892126945028
"34",2020-09-17,270.870287645573,74.4339280760862,55.1040820211248,19.3898179104351,15.0467670694737,13.0227892651339,16.8228281563548,12.5295224295506
"35",2020-09-18,285.713778806031,77.5937766756175,57.4202706568355,20.218789144097,15.6581933874572,13.6319187934664,18.0959395404583,13.1951570917104
"36",2020-09-19,301.093825099035,80.7828483147712,59.7783853520084,21.061609979614,16.2921676126432,14.2668749964479,19.4023735119603,13.8899714652683
"37",2020-09-20,317.015310136867,83.9973045134735,62.176986271652,21.9176451273943,16.9494287392869,14.9286295585818,20.738760249568,14.6149234535778
"38",2020-09-21,333.48254442012,87.233340187763,64.6145843342181,22.7862439062193,17.6307365702827,15.6181855002638,22.1016528462873,15.3709881106447
"39",2020-09-22,350.49925506976,90.4871968336377,67.0896457495251,23.6667423806181,18.3368721892423,16.3365779885032,23.4875606171181,16.1591574004926
"40",2020-09-23,368.068577173108,93.75517471311,69.6005965593424,24.558465468426,19.0686384398783,17.0848751617783,24.8929804977364,16.9804399348166
"41",2020-09-24,386.193046747219,97.0336440283075,72.1458271605416,25.4607290094825,19.8268604127158,17.8641789690615,26.3144262295431,17.8358606889378
"42",2020-09-25,404.874595315957,100.319055079634,74.7236967919348,26.3728417872363,20.612385939149,18.6756260230413,27.7484551045653,18.72646069611
"43",2020-09-26,424.11454609024,103.6079474132,77.3325379671801,27.2941074958344,21.4260860928604,19.5203884675622,29.1916921163528,19.6532967202646
"44",2020-09-27,443.913611734325,106.896957970921,79.9706608374282,28.2238266460794,22.2688556986142,20.3996748592966,30.640851429115,20.6174409073141
"45",2020-09-28,464.271893694844,110.182828263932,82.636357468692,29.1612984044324,23.1416138484361,21.3147310636556,32.0927551361435,21.6199804151712
"46",2020-09-29,485.188883063341,113.462410596215,85.3279060202445,30.1058223600195,24.0453044251863,22.2668411649365,33.5443493297126,22.6620170226761
"47",2020-09-30,506.663462937642,116.732673370701,88.0435748116633,31.0567002153493,24.9808966335316,23.2573283906999,34.9927175480484,23.7446667176572
