"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Marche","Liguria","Toscana"
"1",2020-02-24,16.6888712381226,13.1801793589647,0.334222861709003,2.64337065440365,0.052827177020799,0.00182997149138849,0.496448459966501,0.03160765650248
"2",2020-02-25,24.9411659860223,19.5879156734924,0.502806574775399,3.93379742354775,0.0952979010887799,0.00489055390973935,0.733773529307914,0.0542740394926541
"3",2020-02-26,36.4958118471748,28.4782574737552,0.742119744969042,5.73040534568474,0.16668376938071,0.0121474224108707,1.06420065800073,0.0906322167804507
"4",2020-02-27,52.3464246740048,40.5532814548258,1.0755804675794,8.18044583535138,0.283132545503338,0.0281961268180986,1.51585418422991,0.147396844630915
"5",2020-02-28,73.6723795393158,56.6272895868407,1.53206511562055,11.4566836496576,0.467776557972734,0.0614702048727625,2.12247815621333,0.233776692855257
"6",2020-02-29,101.842267973894,77.6219944640401,2.14649152794131,15.7571566506687,0.752783543469085,0.126455371489965,2.92376195795609,0.362062411240561
"7",2020-03-01,138.40967381582,104.555999386925,2.96029195149997,21.3037680117319,1.18163289759834,0.246538007863416,3.96549446049882,0.548236145966151
"8",2020-03-02,185.10053586371,138.528591001472,4.0217345056149,28.3396559628983,1.81151659706059,0.45734222324213,5.29951539279191,0.812567044730491
"9",2020-03-03,243.791869411156,180.698265113696,5.38605582081058,37.1253657785598,2.71572742788303,0.810246275543004,6.98344170974022,1.1801502703556
"10",2020-03-04,316.482160584767,232.256781058418,7.11537431213125,47.9339286183838,3.98586769921224,1.3756214381035,9.08015790200944,1.68134377337595
"11",2020-03-05,405.254278366994,294.3998517804,9.27836286741363,61.045024692801,5.7336939188902,2.24524641493664,11.6570715836191,2.35205747048391
"12",2020-03-06,512.232223274405,368.295799471361,11.9496709242264,76.7384677674339,8.09241041516722,3.53335095136787,14.7851483504477,3.23385393858506
"13",2020-03-07,639.533410760855,455.053625182949,15.2090981721801,95.2872896896919,11.2172393756784,5.37584618526317,18.5377518695334,4.37382809685835
"14",2020-03-08,789.218444767929,555.691951911842,19.1405345691121,116.950724914045,15.2851260072242,7.9274946722502,22.9893255760466,5.82424499513042
"15",2020-03-09,963.240458801194,671.110211448884,23.8306931278818,141.96739552433,20.4934832698733,11.3570262785649,28.2139605341534,7.64192877198426
"16",2020-03-10,1163.3960879218,802.063271483585,29.3676722306186,170.548978505643,27.0579369869377,15.840470995326,34.2838994927991,9.88741086807093
"17",2020-03-11,1391.2799961936,949.140462410092,35.8393924259456,202.87460201646,35.2090940019085,21.5532091011219,41.26802971334,12.6238603720209
"18",2020-03-12,1648.24464061684,1112.74968704583,43.331958322407,239.086170176222,45.1884178746266,28.6613958470587,49.2304167761377,15.9158326990949
"19",2020-03-13,1935.36663064179,1293.10700507438,51.9279990818589,279.284760926005,57.2433529994461,37.3134816405242,58.228928511465,19.8278836160247
"20",2020-03-14,2253.42067105587,1490.23179923198,61.7050411248312,323.528183357753,71.621884390339,47.6325179286655,68.3139928378127,24.4231031816655
