"","Calendar","Italy","Lombardia","Veneto","Emilia.Romagna","Piemonte","Marche","Liguria","Toscana"
"1",2020-02-24,12.7067700796167,9.55125619949799,0.235015605198679,1.80267235471312,0.0445683138334935,0.00238218833555412,0.466972847857703,0.0145874904588427
"2",2020-02-25,19.4223314812552,14.6038766045567,0.362640707047193,2.77143795522426,0.0814568652090832,0.00619134112550224,0.693411085550798,0.0265893309255231
"3",2020-02-26,29.0195812287002,21.7959891421554,0.548096802681645,4.1605654017124,0.144217348802598,0.0149960953399242,1.0100180438289,0.0469367789711421
"4",2020-02-27,42.4359443026113,31.7968100020763,0.812210777356806,6.10704184237687,0.247755909767139,0.0340264031464886,1.44448757322761,0.0803787939373522
"5",2020-02-28,60.8037745387266,45.3996808740379,1.18119161024016,8.77569678826346,0.413653973676187,0.072676011603077,2.03016863106264,0.133750560398377
"6",2020-02-29,85.4585038591248,63.5208015910485,1.68733724472457,12.3599119013731,0.672218744584003,0.146771475707634,2.80641880736345,0.21659163728703
"7",2020-03-01,117.938834063523,87.1915573178146,2.36965188928705,17.0810588771093,1.06478858262039,0.28142524296153,3.81878683685852,0.34182999831047
"8",2020-03-02,159.977846690573,117.544150491999,3.27432498728627,23.1865285359933,1.64619759387198,0.514301784374397,5.11899080576868,0.526499398447487
"9",2020-03-03,213.484449722134,155.790739267206,4.45502509659335,30.9463077479299,2.48726398633004,0.898973028036676,6.76466782750857,0.792446117280739
"10",2020-03-04,280.515198979117,203.196771677311,5.97296760468552,40.6481621289486,3.67713334294041,1.50790969527356,8.81888229409949,1.16697226648301
"11",2020-03-05,363.237168290624,261.04963819224,7.8967243003252,52.5915814171312,5.32528601814598,2.43458623848347,11.3493925333901,1.68335797248347
"12",2020-03-06,463.883137096488,330.624103667574,10.3017547223205,67.0807315428556,7.56301142663247,3.79419598515408,14.4276888218016,2.3812049141822
"13",2020-03-07,584.7008651594,413.146195126875,13.2696530365185,84.4167249423084,10.5441634012278,5.72258730180037,18.1278282143065,3.30654937553829
"14",2020-03-08,727.89859196999,509.75730194607,16.8871189136959,104.889563470411,14.4450402737432,8.37322613485673,22.5251026446252,4.51170395140258
